        100, 100, 101,     10000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
 1101001011,  11,  10,      1000, a shifted =    11010010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
 1101001101, 101, 100,    100000, a shifted =      110100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
 1101011010,  10,  11,       100, a shifted =     1101011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
 1101101011,  11,  10,      1000, a shifted =    11011010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
 1110000110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110000111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110001011,  11,  10,      1000, a shifted =    11100010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
 1110001110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110001111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110010110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110010111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110011010,  10,  11,       100, a shifted =     1110011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
 1110011110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110011111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110100100, 100, 101,     10000, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
 1110100110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110100111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110101011,  11,  10,      1000, a shifted =    11101010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
 1110101100, 100, 101,     10000, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
 1110101110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110101111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110110100, 100, 101,     10000, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
 1110110110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110110111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1110111100, 100, 101,     10000, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
 1110111110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1110111111, 111, 110,  10000000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
 1111000101, 101, 100,    100000, a shifted =      111100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
 1111000110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111001011,  11,  10,      1000, a shifted =    11110010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
 1111001101, 101, 100,    100000, a shifted =      111100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
 1111001110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111010110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111011010,  10,  11,       100, a shifted =     1111011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
 1111011110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111100110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111101011,  11,  10,      1000, a shifted =    11111010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
 1111101110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111110110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
 1111111110, 110, 111,   1000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
10000001011,  11,  10,      1000, a shifted =   100000010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10000011010,  10,  11,       100, a shifted =    10000011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10000101011,  11,  10,      1000, a shifted =   100001010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10001000101, 101, 100,    100000, a shifted =     1000100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10001001011,  11,  10,      1000, a shifted =   100010010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10001001101, 101, 100,    100000, a shifted =     1000100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10001011010,  10,  11,       100, a shifted =    10001011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10001101011,  11,  10,      1000, a shifted =   100011010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10010001011,  11,  10,      1000, a shifted =   100100010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10010011010,  10,  11,       100, a shifted =    10010011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10010100100, 100, 101,     10000, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10010101011,  11,  10,      1000, a shifted =   100101010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10010101100, 100, 101,     10000, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10010110100, 100, 101,     10000, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10010111100, 100, 101,     10000, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10011000101, 101, 100,    100000, a shifted =     1001100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10011001011,  11,  10,      1000, a shifted =   100110010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10011001101, 101, 100,    100000, a shifted =     1001100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10011011010,  10,  11,       100, a shifted =    10011011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10011101011,  11,  10,      1000, a shifted =   100111010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10100001011,  11,  10,      1000, a shifted =   101000010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10100011010,  10,  11,       100, a shifted =    10100011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10100101011,  11,  10,      1000, a shifted =   101001010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10101000101, 101, 100,    100000, a shifted =     1010100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10101001011,  11,  10,      1000, a shifted =   101010010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10101001101, 101, 100,    100000, a shifted =     1010100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10101011010,  10,  11,       100, a shifted =    10101011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10101101011,  11,  10,      1000, a shifted =   101011010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10110000111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110001011,  11,  10,      1000, a shifted =   101100010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10110001111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110010111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110011010,  10,  11,       100, a shifted =    10110011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10110011111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110100100, 100, 101,     10000, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10110100111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110101011,  11,  10,      1000, a shifted =   101101010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10110101100, 100, 101,     10000, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10110101111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110110100, 100, 101,     10000, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10110110111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10110111100, 100, 101,     10000, a shifted =      101101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
10110111111, 111, 110,  10000000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
10111000101, 101, 100,    100000, a shifted =     1011100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10111001011,  11,  10,      1000, a shifted =   101110010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
10111001101, 101, 100,    100000, a shifted =     1011100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
10111011010,  10,  11,       100, a shifted =    10111011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
10111101011,  11,  10,      1000, a shifted =   101111010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11000001011,  11,  10,      1000, a shifted =   110000010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11000011010,  10,  11,       100, a shifted =    11000011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11000101011,  11,  10,      1000, a shifted =   110001010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11001000101, 101, 100,    100000, a shifted =     1100100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11001001011,  11,  10,      1000, a shifted =   110010010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11001001101, 101, 100,    100000, a shifted =     1100100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11001011010,  10,  11,       100, a shifted =    11001011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11001101011,  11,  10,      1000, a shifted =   110011010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11010001011,  11,  10,      1000, a shifted =   110100010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11010011010,  10,  11,       100, a shifted =    11010011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11010100100, 100, 101,     10000, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11010101011,  11,  10,      1000, a shifted =   110101010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11010101100, 100, 101,     10000, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11010110100, 100, 101,     10000, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11010111100, 100, 101,     10000, a shifted =      110101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11011000101, 101, 100,    100000, a shifted =     1101100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11011001011,  11,  10,      1000, a shifted =   110110010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11011001101, 101, 100,    100000, a shifted =     1101100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11011011010,  10,  11,       100, a shifted =    11011011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11011101011,  11,  10,      1000, a shifted =   110111010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11100001011,  11,  10,      1000, a shifted =   111000010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11100011010,  10,  11,       100, a shifted =    11100011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11100101011,  11,  10,      1000, a shifted =   111001010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11101000101, 101, 100,    100000, a shifted =     1110100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11101001011,  11,  10,      1000, a shifted =   111010010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11101001101, 101, 100,    100000, a shifted =     1110100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11101011010,  10,  11,       100, a shifted =    11101011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11101101011,  11,  10,      1000, a shifted =   111011010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11110000110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110000111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110001011,  11,  10,      1000, a shifted =   111100010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11110001110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110001111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110010110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110010111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110011010,  10,  11,       100, a shifted =    11110011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11110011110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110011111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110100100, 100, 101,     10000, a shifted =      111101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11110100110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110100111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110101011,  11,  10,      1000, a shifted =   111101010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11110101100, 100, 101,     10000, a shifted =      111101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11110101110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110101111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110110100, 100, 101,     10000, a shifted =      111101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11110110110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110110111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11110111100, 100, 101,     10000, a shifted =      111101, a shifted mod 8 = 101, a remultiplied =    10100000, a unshifted =    101-----,  a mod8 = 000, num = 101, 5
11110111110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11110111111, 111, 110,  10000000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =   110000000, a unshifted =   110------,  a mod8 = 011, num = 101, 5
11111000101, 101, 100,    100000, a shifted =     1111100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11111000110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111001011,  11,  10,      1000, a shifted =   111110010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11111001101, 101, 100,    100000, a shifted =     1111100, a shifted mod 8 = 100, a remultiplied =     1000000, a unshifted =     100----,  a mod8 = 001, num = 101, 5
11111001110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111010110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111011010,  10,  11,       100, a shifted =    11111011, a shifted mod 8 = 011, a remultiplied =       11000, a unshifted =      011---,  a mod8 = 110, num = 101, 5
11111011110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111100110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111101011,  11,  10,      1000, a shifted =   111111010, a shifted mod 8 = 010, a remultiplied =        1000, a unshifted =       010--,  a mod8 = 111, num = 101, 5
11111101110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111110110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
11111111110, 110, 111,   1000000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =  1110000000, a unshifted =  111-------,  a mod8 = 010, num = 101, 5
         10,  10,  11,       100, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
    1000010,  10,  11,       100, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
    1110101, 101, 100,    100000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
    1111101, 101, 100,    100000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
   10000010,  10,  11,       100, a shifted =       10000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
   11000010,  10,  11,       100, a shifted =       11000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
   11000100, 100, 101,     10000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
   11001100, 100, 101,     10000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
   11010100, 100, 101,     10000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
   11011100, 100, 101,     10000, a shifted =         110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
   11110101, 101, 100,    100000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
   11111101, 101, 100,    100000, a shifted =        1111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
  100000010,  10,  11,       100, a shifted =      100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
  101000010,  10,  11,       100, a shifted =      101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
  101000111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101001111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101010111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101011111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101100111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101101111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101110101, 101, 100,    100000, a shifted =       10111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
  101110111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  101111101, 101, 100,    100000, a shifted =       10111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
  101111111, 111, 110,  10000000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
  110000010,  10,  11,       100, a shifted =      110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
  111000010,  10,  11,       100, a shifted =      111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
  111000100, 100, 101,     10000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
